Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2025-01-25,Widget D,West,605,31,Male,4.42
2025-01-26,Widget B,South,466,36,Male,1.27
2025-01-27,Widget A,North,897,64,Male,1.47
2025-01-27,Widget C,West,996,24,Male,4.62
2025-01-29,Widget C,West,428,33,Male,1.53
2025-01-30,Widget C,South,896,67,Female,2.88
2025-01-31,Widget D,West,417,25,Female,1.55
2025-02-03,Widget B,North,112,31,Male,3.05
2025-02-03,Widget B,North,923,58,Female,2.24
2025-02-04,Widget A,South,267,65,Male,2.14
2025-02-05,Widget A,North,796,60,Female,3.41
2025-02-06,Widget C,East,171,24,Female,2.57
2025-02-07,Widget A,South,679,32,Female,1.81
2025-02-08,Widget D,North,297,44,Female,3.81
2025-02-10,Widget B,East,299,51,Female,3.87
2025-02-10,Widget B,South,853,34,Female,4.07
2025-02-10,Widget B,East,787,40,Male,3.79
2025-02-10,Widget A,East,896,64,Male,2.6
2025-02-10,Widget C,North,698,65,Female,2.88
2025-02-11,Widget D,East,632,50,Male,3.88
2025-02-13,Widget A,South,231,39,Female,2.7
2025-02-14,Widget D,East,788,31,Female,4.81
2025-02-14,Widget C,West,762,51,Female,3.05
2025-02-15,Widget D,North,347,63,Male,2.9
2025-02-15,Widget B,East,816,60,Male,3.13
2025-02-15,Widget A,South,477,35,Male,2.52
2025-02-15,Widget B,East,345,36,Female,1.88
2025-02-16,Widget A,North,709,50,Female,3.11
2025-02-18,Widget D,South,541,59,Male,1.08
2025-02-19,Widget B,East,781,45,Male,3.59
2025-02-21,Widget D,South,585,40,Male,4.38
2025-02-21,Widget C,North,186,44,Female,3.46
2025-02-22,Widget D,South,382,22,Female,3.07
2025-02-24,Widget D,East,598,24,Female,4.24
2025-02-26,Widget A,East,205,36,Male,1.81
2025-02-27,Widget D,South,610,69,Female,2.82
2025-02-27,Widget B,North,768,26,Male,3.43
2025-02-28,Widget D,North,817,62,Female,3.08
2025-03-01,Widget C,South,380,25,Male,2.39
2025-03-01,Widget A,South,143,46,Male,4.1
2025-03-02,Widget B,West,109,27,Female,4.71
2025-03-02,Widget A,East,165,31,Female,3.04
2025-03-04,Widget D,North,335,54,Male,2.01
2025-03-06,Widget C,West,377,67,Male,4.1
2025-03-06,Widget D,South,965,63,Male,1.82
2025-03-08,Widget C,South,806,42,Male,2.39
2025-03-11,Widget A,North,306,41,Female,4.54
2025-03-12,Widget D,South,994,39,Male,2.86
2025-03-12,Widget B,North,189,25,Male,1.66
2025-03-13,Widget A,West,305,42,Female,4.71
2025-03-14,Widget C,North,988,47,Female,3.33
2025-03-15,Widget C,East,964,66,Female,4.96
2025-03-15,Widget A,West,479,43,Female,3.5
2025-03-17,Widget C,North,819,69,Female,3.49
2025-03-18,Widget A,West,142,37,Male,4.21
2025-03-23,Widget C,East,834,64,Female,3.3
2025-03-25,Widget C,East,109,32,Male,4.58
2025-03-25,Widget C,West,538,30,Female,3.31
2025-03-26,Widget B,North,112,18,Female,2.66
2025-03-28,Widget C,North,481,26,Female,4.0
2025-03-29,Widget D,North,694,30,Female,1.5
2025-03-29,Widget D,East,762,50,Male,4.41
2025-03-30,Widget D,West,722,34,Male,1.42
2025-03-30,Widget B,North,442,50,Female,4.41
2025-03-30,Widget B,West,925,31,Male,4.55
2025-03-30,Widget B,East,692,68,Male,2.82
2025-03-30,Widget D,South,434,29,Male,3.1
2025-04-05,Widget A,East,691,35,Female,4.53
2025-04-06,Widget A,West,751,36,Male,1.51
2025-04-06,Widget A,South,653,51,Female,1.69
2025-04-06,Widget B,West,972,65,Female,3.78
2025-04-08,Widget D,South,292,30,Male,1.38
2025-04-09,Widget D,South,659,57,Female,4.83
2025-04-10,Widget A,North,370,46,Female,4.48
2025-04-10,Widget A,East,702,51,Male,1.28
2025-04-12,Widget B,South,249,31,Female,3.76
2025-04-13,Widget A,North,457,63,Female,3.45
2025-04-14,Widget A,South,477,32,Female,4.03
2025-04-16,Widget A,South,357,38,Male,2.06
2025-04-17,Widget A,East,559,46,Male,3.12
2025-04-17,Widget C,East,721,69,Male,3.99
2025-04-18,Widget C,South,308,45,Male,2.95
2025-04-18,Widget A,West,641,43,Female,3.55
2025-04-20,Widget D,West,865,38,Male,3.42
2025-04-20,Widget D,West,837,37,Male,1.75
2025-04-20,Widget C,East,325,20,Female,4.33
2025-04-20,Widget C,North,647,64,Female,3.75
2025-04-21,Widget B,East,890,60,Male,3.93
2025-04-21,Widget D,East,120,41,Male,2.17
2025-04-23,Widget B,East,338,40,Male,4.22
2025-04-24,Widget D,East,707,33,Male,3.95
2025-04-27,Widget C,East,395,23,Male,4.45
2025-04-29,Widget D,South,512,49,Female,3.93
2025-04-30,Widget B,East,544,48,Female,2.01
2025-04-30,Widget B,South,887,53,Female,3.07
2025-04-30,Widget D,East,689,42,Female,2.98
2025-05-02,Widget A,East,537,47,Male,2.97
2025-05-03,Widget D,West,395,68,Male,2.21
2025-05-03,Widget B,North,433,43,Male,1.81
2025-05-04,Widget B,North,936,19,Female,4.66
2025-05-04,Widget A,South,563,68,Male,2.6
2025-05-08,Widget D,West,612,27,Male,4.75
2025-05-09,Widget A,West,673,64,Male,4.02
2025-05-12,Widget A,West,862,35,Male,4.11
2025-05-14,Widget C,North,468,37,Male,4.65
2025-05-15,Widget D,South,409,31,Male,3.54
2025-05-17,Widget A,West,315,49,Female,4.19
2025-05-19,Widget C,West,853,65,Female,2.1
2025-05-23,Widget C,South,533,21,Female,2.82
2025-05-23,Widget B,East,487,26,Female,2.54
2025-05-24,Widget A,East,151,56,Female,4.19
2025-05-25,Widget B,East,526,28,Male,1.81
2025-05-25,Widget A,South,709,48,Female,3.43
2025-05-26,Widget A,South,493,66,Male,3.26
2025-05-28,Widget D,West,358,23,Female,3.05
2025-05-28,Widget C,North,666,50,Male,3.09
2025-05-28,Widget A,North,121,54,Female,1.42
2025-05-28,Widget D,East,151,57,Male,3.4
2025-05-28,Widget C,East,596,44,Female,1.83
2025-05-30,Widget C,North,673,23,Female,3.21
2025-05-30,Widget B,West,842,45,Female,2.83
2025-05-31,Widget B,West,232,38,Female,1.53
2025-05-31,Widget C,North,833,61,Female,2.88
2025-05-31,Widget A,North,528,49,Female,1.84
2025-06-01,Widget B,South,428,51,Male,2.67
2025-06-01,Widget A,South,970,53,Female,2.09
2025-06-01,Widget C,East,470,34,Male,3.27
2025-06-02,Widget D,East,839,56,Female,2.75
2025-06-03,Widget D,North,728,38,Female,4.02
2025-06-03,Widget B,West,737,59,Male,4.41
2025-06-04,Widget B,West,406,55,Female,2.5
2025-06-04,Widget A,South,867,36,Male,4.25
2025-06-04,Widget B,South,279,41,Male,4.39
2025-06-05,Widget D,North,228,38,Female,4.62
2025-06-06,Widget A,East,162,33,Male,4.48
2025-06-06,Widget A,North,834,30,Male,1.09
2025-06-06,Widget D,South,739,19,Female,4.3
2025-06-06,Widget B,East,949,69,Male,4.93
2025-06-06,Widget B,East,672,20,Male,2.06
2025-06-08,Widget C,South,760,51,Female,3.08
2025-06-08,Widget D,North,677,69,Female,2.51
2025-06-10,Widget C,West,109,28,Female,2.01
2025-06-10,Widget A,West,410,68,Female,3.37
2025-06-10,Widget A,West,887,27,Female,4.18
2025-06-10,Widget D,West,300,26,Female,4.7
2025-06-11,Widget A,North,998,32,Male,2.77
2025-06-13,Widget C,South,593,51,Female,1.64
2025-06-16,Widget B,South,814,27,Male,3.6
2025-06-16,Widget B,West,962,19,Male,3.43
2025-06-19,Widget B,West,472,33,Male,2.38
2025-06-20,Widget B,West,699,65,Male,4.44
2025-06-21,Widget B,East,290,26,Female,1.08
2025-06-23,Widget D,North,447,60,Female,1.78
2025-06-25,Widget B,West,764,37,Male,4.05
2025-06-27,Widget C,South,340,25,Female,1.71
2025-06-28,Widget A,East,903,18,Female,2.67
2025-06-28,Widget A,North,388,43,Male,3.1
2025-06-28,Widget C,North,656,44,Female,4.98
2025-06-29,Widget C,West,296,37,Female,2.75
2025-06-30,Widget B,North,189,33,Female,4.67
2025-06-30,Widget A,South,127,44,Male,1.35
2025-07-01,Widget C,North,954,56,Male,2.02
2025-07-03,Widget C,East,320,67,Male,4.56
2025-07-04,Widget B,East,332,66,Male,2.86
2025-07-04,Widget D,East,261,65,Female,4.35
2025-07-06,Widget C,East,637,52,Female,1.45
2025-07-07,Widget A,West,521,34,Male,1.12
2025-07-08,Widget D,West,819,18,Male,1.1
2025-07-08,Widget B,South,909,21,Male,3.27
2025-07-09,Widget C,North,888,48,Male,2.05
2025-07-10,Widget D,South,788,32,Female,3.19
2025-07-11,Widget B,North,428,53,Female,1.52
2025-07-11,Widget D,West,882,69,Female,3.13
2025-07-14,Widget D,South,673,33,Male,4.58
2025-07-15,Widget B,West,573,68,Male,4.9
2025-07-15,Widget C,North,321,37,Female,4.92
2025-07-15,Widget B,North,598,50,Male,4.28
2025-07-15,Widget A,East,829,29,Female,3.65
2025-07-18,Widget B,North,290,42,Male,2.42
2025-07-18,Widget B,South,202,42,Male,2.04
2025-07-20,Widget B,North,915,60,Female,4.72
2025-07-20,Widget D,South,990,28,Male,3.4
2025-07-20,Widget D,East,346,18,Male,1.44
2025-07-21,Widget A,West,366,44,Male,4.22
2025-07-21,Widget A,South,806,33,Female,4.26
2025-07-24,Widget C,South,880,49,Female,3.79
2025-07-24,Widget A,South,520,66,Female,2.56
2025-07-25,Widget C,West,770,19,Male,1.22
2025-07-27,Widget A,East,560,50,Female,3.84
2025-07-28,Widget B,West,715,58,Male,3.58
2025-07-28,Widget A,West,664,68,Male,4.81
2025-07-29,Widget C,West,907,37,Female,3.69
2025-07-30,Widget D,South,785,43,Male,3.69
2025-07-31,Widget B,North,165,55,Male,2.15
2025-08-01,Widget A,South,454,41,Male,3.71
2025-08-03,Widget B,North,842,28,Female,3.05
2025-08-04,Widget B,West,496,60,Female,4.16
2025-08-04,Widget D,North,388,63,Female,3.23
2025-08-05,Widget C,East,498,21,Male,1.17
2025-08-05,Widget B,North,297,40,Male,1.79
2025-08-05,Widget B,West,438,63,Female,4.8
2025-08-05,Widget C,South,731,45,Male,1.67
2025-08-05,Widget A,West,537,56,Female,1.65
2025-08-05,Widget B,West,804,21,Male,3.39
2025-08-07,Widget B,East,741,24,Female,4.75
2025-08-09,Widget C,North,777,27,Male,3.1
2025-08-09,Widget C,North,849,24,Female,4.26
2025-08-10,Widget A,East,473,30,Female,2.18
2025-08-11,Widget A,East,994,52,Male,2.54
2025-08-12,Widget C,West,184,66,Male,3.8
2025-08-12,Widget B,North,667,28,Male,1.74
2025-08-17,Widget B,North,191,51,Male,1.96
2025-08-17,Widget A,South,503,34,Male,2.81
2025-08-17,Widget C,East,946,61,Female,1.68
2025-08-17,Widget B,West,330,30,Male,2.4
2025-08-18,Widget D,South,399,38,Female,1.02
2025-08-19,Widget C,East,897,29,Male,3.94
2025-08-20,Widget A,North,991,37,Male,2.36
2025-08-20,Widget C,West,891,47,Male,1.49
2025-08-21,Widget C,East,602,26,Male,4.99
2025-08-22,Widget D,West,658,19,Female,2.63
2025-08-24,Widget D,West,254,44,Male,3.68
2025-08-25,Widget C,North,576,31,Male,1.86
2025-08-26,Widget D,West,406,19,Male,3.88
2025-08-26,Widget B,North,239,51,Male,2.5
2025-08-26,Widget C,North,805,58,Female,3.25
2025-08-28,Widget A,South,558,61,Male,1.02
2025-08-29,Widget A,South,925,31,Male,1.91
2025-08-30,Widget B,South,831,63,Female,2.8
2025-09-01,Widget C,East,870,61,Female,4.51
2025-09-03,Widget C,South,127,34,Male,1.91
2025-09-03,Widget C,North,456,61,Female,1.76
2025-09-04,Widget D,West,218,33,Female,2.05
2025-09-05,Widget A,North,725,23,Female,2.68
2025-09-05,Widget D,South,401,61,Female,4.75
2025-09-05,Widget D,West,293,27,Male,3.68
2025-09-08,Widget C,West,471,30,Male,2.35
2025-09-08,Widget A,South,918,28,Male,1.58
2025-09-09,Widget A,South,664,26,Female,3.14
2025-09-09,Widget C,North,915,50,Male,3.13
2025-09-10,Widget D,East,635,59,Female,3.17
2025-09-11,Widget A,East,804,25,Male,4.83
2025-09-11,Widget A,West,802,26,Female,4.55
2025-09-14,Widget D,North,135,63,Female,3.82
2025-09-15,Widget D,North,225,66,Male,3.83
2025-09-15,Widget A,North,437,25,Female,2.61
2025-09-16,Widget C,West,659,34,Male,1.12
2025-09-16,Widget C,South,647,58,Male,1.05
2025-09-17,Widget D,South,270,55,Male,2.1
2025-09-17,Widget C,South,155,32,Female,4.83
2025-09-19,Widget B,East,357,34,Male,2.89
2025-09-20,Widget C,East,719,48,Male,3.14
2025-09-20,Widget C,South,630,57,Female,2.87
2025-09-21,Widget A,South,578,34,Female,3.78
2025-09-25,Widget D,South,621,39,Male,4.44
2025-09-25,Widget C,North,752,47,Male,3.22
2025-09-26,Widget B,South,734,68,Male,1.04
2025-09-27,Widget A,North,803,67,Male,1.25
2025-09-27,Widget A,West,947,40,Female,3.75
2025-09-27,Widget C,East,378,19,Female,1.99
2025-09-29,Widget B,East,257,54,Female,1.05
2025-09-29,Widget D,West,450,42,Male,3.99
2025-09-29,Widget C,East,831,30,Female,1.49
2025-09-30,Widget D,South,721,63,Male,2.44
2025-10-01,Widget D,West,674,33,Female,4.92
2025-10-01,Widget A,East,525,40,Male,3.86
2025-10-03,Widget C,North,918,57,Female,3.9
2025-10-04,Widget A,South,752,20,Female,1.86
2025-10-04,Widget A,West,827,58,Female,2.94
2025-10-04,Widget B,South,220,38,Female,4.61
2025-10-05,Widget B,North,511,34,Female,2.26
2025-10-08,Widget B,East,553,34,Male,2.43
2025-10-08,Widget B,East,506,40,Male,4.64
2025-10-11,Widget A,East,452,28,Male,4.4
2025-10-12,Widget C,West,796,21,Male,3.01
2025-10-13,Widget D,South,186,62,Male,1.99
2025-10-14,Widget B,South,827,21,Male,3.02
2025-10-15,Widget B,North,374,50,Female,3.3
2025-10-16,Widget D,East,819,49,Male,1.09
2025-10-17,Widget B,North,356,55,Female,1.56
2025-10-18,Widget D,South,141,43,Female,2.46
2025-10-19,Widget C,West,240,65,Female,2.46
2025-10-19,Widget C,West,586,48,Male,2.18
2025-10-20,Widget A,South,253,18,Female,4.57
2025-10-20,Widget D,North,144,28,Female,1.17
2025-10-21,Widget A,East,154,24,Female,4.69
2025-10-21,Widget B,West,817,28,Male,4.29
2025-10-22,Widget B,East,648,54,Female,4.79
2025-10-22,Widget A,South,495,66,Female,3.86
2025-10-22,Widget A,West,207,59,Female,1.37
2025-10-26,Widget C,West,281,31,Female,2.86
2025-10-26,Widget D,North,935,55,Male,1.22
2025-10-26,Widget C,West,165,33,Female,4.45
2025-10-28,Widget A,West,325,56,Male,2.41
2025-10-31,Widget C,South,222,35,Male,3.15
2025-11-01,Widget C,North,948,21,Male,1.54
2025-11-02,Widget C,West,936,45,Male,3.77
2025-11-04,Widget D,North,718,66,Male,1.1
2025-11-05,Widget A,North,587,61,Female,4.95
2025-11-09,Widget A,North,865,54,Male,3.99
2025-11-09,Widget B,West,538,24,Female,4.67
2025-11-10,Widget B,West,808,27,Female,1.12
2025-11-10,Widget C,North,809,18,Male,4.08
2025-11-11,Widget D,North,824,28,Male,4.63
2025-11-15,Widget A,North,540,25,Female,3.87
2025-11-16,Widget D,North,542,61,Male,3.79
2025-11-16,Widget D,East,167,28,Female,1.35
2025-11-16,Widget C,North,178,35,Female,3.35
2025-11-17,Widget A,West,228,36,Female,3.82
2025-11-17,Widget A,West,725,54,Female,3.78
2025-11-19,Widget A,East,752,59,Female,3.23
2025-11-23,Widget C,North,229,64,Male,3.43
2025-11-24,Widget C,South,933,31,Male,3.36
2025-11-29,Widget C,West,199,43,Female,4.2
2025-11-29,Widget D,South,639,25,Female,1.19
2025-11-29,Widget B,East,288,54,Female,3.5
2025-12-01,Widget D,East,923,69,Female,3.36
2025-12-01,Widget A,South,845,28,Male,1.69
2025-12-02,Widget A,North,542,43,Female,4.34
2025-12-04,Widget C,East,486,37,Female,3.14
2025-12-05,Widget D,South,993,46,Female,2.49
2025-12-06,Widget D,East,382,27,Male,1.93
2025-12-09,Widget A,West,710,23,Male,2.21
2025-12-10,Widget C,West,134,44,Female,4.95
2025-12-10,Widget D,East,199,34,Male,3.36
2025-12-10,Widget A,East,993,64,Female,4.81
2025-12-11,Widget D,East,524,66,Male,4.42
2025-12-11,Widget D,West,871,26,Male,3.25
2025-12-12,Widget A,North,869,29,Male,4.11
2025-12-13,Widget B,West,848,59,Male,1.92
2025-12-14,Widget A,North,903,63,Male,1.27
2025-12-14,Widget A,West,601,41,Female,3.5
2025-12-16,Widget D,East,346,48,Female,1.47
2025-12-16,Widget A,West,157,54,Male,2.8
2025-12-17,Widget D,North,384,44,Female,3.0
2025-12-18,Widget D,North,987,25,Female,3.24
2025-12-20,Widget B,East,179,59,Male,2.42
2025-12-20,Widget A,North,762,21,Female,3.75
2025-12-20,Widget C,West,455,39,Female,2.31
2025-12-23,Widget D,South,944,20,Female,3.61
2025-12-24,Widget C,South,443,47,Male,1.91
2025-12-29,Widget B,West,168,47,Female,3.35
2025-12-29,Widget A,East,204,18,Female,3.13
2025-12-30,Widget D,South,693,23,Male,1.4
2025-12-31,Widget A,East,773,39,Male,1.31
2025-12-31,Widget A,North,924,57,Female,3.13
2026-01-02,Widget D,East,273,54,Male,1.88
2026-01-03,Widget C,West,464,59,Male,3.69
2026-01-04,Widget D,West,821,41,Female,1.36
2026-01-04,Widget C,South,456,51,Male,4.31
2026-01-05,Widget B,South,826,38,Male,4.53
2026-01-06,Widget A,North,571,63,Female,3.26
2026-01-09,Widget D,North,917,60,Male,3.78
2026-01-10,Widget B,South,569,35,Female,2.87
2026-01-11,Widget A,South,352,30,Male,3.36
2026-01-12,Widget D,West,358,50,Male,2.67
2026-01-13,Widget A,North,510,33,Male,1.64
2026-01-13,Widget C,South,549,44,Male,4.38
2026-01-15,Widget D,West,125,48,Female,1.83
2026-01-18,Widget D,West,173,68,Female,1.51
2026-01-19,Widget C,East,214,35,Female,2.33
2026-01-21,Widget A,West,997,61,Male,1.84
2026-01-22,Widget A,West,371,40,Male,2.56
2026-01-24,Widget A,South,265,27,Female,4.15
2026-01-24,Widget C,North,566,63,Male,1.08
2026-01-25,Widget B,South,591,33,Male,1.17
2026-01-26,Widget A,East,287,34,Male,4.11
2026-01-26,Widget C,West,867,44,Female,1.55
2026-01-26,Widget A,East,583,46,Male,1.23
2026-01-29,Widget D,West,401,20,Female,2.29
2026-02-01,Widget B,South,263,63,Female,4.73
2026-02-01,Widget B,East,551,61,Female,4.6
2026-02-01,Widget D,West,427,41,Male,1.36
2026-02-02,Widget B,North,798,60,Female,3.12
2026-02-03,Widget B,North,640,32,Female,3.9
2026-02-04,Widget B,South,123,36,Female,1.51
2026-02-04,Widget B,West,681,65,Female,4.38
2026-02-04,Widget A,East,701,34,Male,3.9
2026-02-05,Widget B,North,384,66,Female,3.6
2026-02-05,Widget C,East,486,46,Female,1.32
2026-02-05,Widget C,West,138,40,Male,1.36
2026-02-09,Widget C,South,211,22,Female,2.36
2026-02-09,Widget A,North,935,69,Female,3.35
2026-02-09,Widget D,West,671,44,Female,3.64
2026-02-09,Widget D,North,933,52,Male,4.81
2026-02-13,Widget A,East,667,47,Female,3.32
2026-02-15,Widget A,East,622,43,Male,1.06
2026-02-17,Widget C,North,168,60,Male,3.71
2026-02-17,Widget B,South,775,46,Male,2.45
2026-02-20,Widget C,East,335,20,Male,4.09
2026-02-24,Widget D,East,346,23,Male,2.73
2026-02-25,Widget D,East,667,55,Female,3.7
2026-02-27,Widget A,East,115,60,Male,1.94
2026-02-28,Widget A,East,310,35,Female,2.23
2026-03-01,Widget D,West,665,34,Female,1.4
2026-03-01,Widget A,South,533,46,Female,4.29
2026-03-02,Widget B,South,231,47,Female,4.03
2026-03-03,Widget C,West,797,68,Female,3.62
2026-03-04,Widget D,West,558,44,Male,3.5
2026-03-04,Widget A,West,698,30,Female,2.49
2026-03-04,Widget A,East,318,69,Male,4.97
2026-03-05,Widget D,South,962,31,Female,1.67
2026-03-06,Widget D,South,112,69,Female,1.64
2026-03-07,Widget D,North,233,31,Female,2.67
2026-03-08,Widget D,East,645,35,Female,4.77
2026-03-09,Widget C,South,465,38,Female,3.69
2026-03-09,Widget B,North,858,20,Male,4.34
2026-03-10,Widget D,North,314,41,Male,2.67
2026-03-10,Widget A,East,773,28,Male,4.44
2026-03-11,Widget C,East,532,33,Female,4.14
2026-03-12,Widget B,East,645,22,Male,3.44
2026-03-12,Widget D,East,655,29,Male,3.59
2026-03-15,Widget B,North,264,33,Female,1.91
2026-03-16,Widget B,East,454,69,Female,3.05
2026-03-21,Widget D,West,850,39,Male,4.66
2026-03-21,Widget D,South,743,62,Female,1.39
2026-03-21,Widget B,West,941,26,Female,2.15
2026-03-22,Widget C,East,367,23,Male,4.76
2026-03-23,Widget B,South,937,64,Male,2.98
2026-03-25,Widget D,South,543,50,Male,4.24
2026-03-27,Widget B,East,470,26,Female,4.78
2026-03-28,Widget C,North,283,23,Male,1.06
2026-03-29,Widget A,East,472,28,Male,3.21
2026-03-29,Widget A,East,996,64,Female,4.84
2026-03-30,Widget C,East,533,20,Male,3.6
2026-03-30,Widget D,East,682,65,Male,3.93
2026-04-05,Widget B,East,617,63,Female,3.99
2026-04-05,Widget B,North,719,55,Male,1.65
2026-04-09,Widget C,North,607,58,Female,1.86
2026-04-10,Widget D,East,772,27,Female,3.35
2026-04-10,Widget A,South,306,18,Female,3.52
2026-04-10,Widget A,East,237,26,Female,2.67
2026-04-11,Widget A,South,467,59,Male,2.01
2026-04-12,Widget B,East,518,65,Male,4.15
2026-04-17,Widget B,South,240,42,Male,3.95
2026-04-17,Widget D,East,378,29,Male,2.59
2026-04-18,Widget D,West,311,44,Male,4.08
2026-04-20,Widget B,West,205,18,Male,3.95
2026-04-20,Widget C,North,114,67,Male,3.05
2026-04-21,Widget B,West,919,55,Male,1.06
2026-04-21,Widget D,South,515,68,Female,4.01
2026-04-23,Widget B,South,973,18,Male,4.49
2026-04-23,Widget D,West,939,58,Male,3.87
2026-04-24,Widget A,East,794,46,Male,2.5
2026-04-24,Widget A,South,154,25,Female,4.97
2026-04-25,Widget D,West,406,26,Female,1.51
2026-04-26,Widget C,East,100,35,Female,4.32
2026-04-27,Widget A,North,348,68,Female,3.28
2026-04-29,Widget D,North,220,54,Female,3.57
2026-04-29,Widget B,East,540,35,Male,4.41
2026-04-29,Widget C,East,907,56,Male,2.98
2026-05-01,Widget A,North,593,26,Male,4.06
2026-05-02,Widget C,North,205,38,Female,2.76
2026-05-04,Widget A,North,875,60,Male,4.84
2026-05-05,Widget A,South,229,19,Female,1.57
2026-05-05,Widget C,North,472,20,Male,4.82
2026-05-07,Widget B,South,854,38,Male,2.12
2026-05-09,Widget C,North,825,63,Male,4.77
2026-05-11,Widget A,North,585,18,Female,3.81
2026-05-14,Widget B,North,606,58,Female,4.57
2026-05-15,Widget A,West,799,35,Male,4.02
2026-05-16,Widget C,East,285,61,Male,2.79
2026-05-16,Widget A,North,491,48,Male,3.1
2026-05-17,Widget B,South,167,56,Male,2.02
2026-05-17,Widget D,South,802,32,Female,3.3
2026-05-17,Widget C,West,483,65,Male,4.42
2026-05-19,Widget C,West,669,37,Female,3.22
2026-05-21,Widget D,East,904,36,Male,2.46
2026-05-23,Widget D,East,189,65,Male,1.83
2026-05-23,Widget A,West,983,44,Male,3.21
2026-05-23,Widget C,East,765,39,Female,2.78
2026-05-23,Widget D,South,890,33,Male,3.18
2026-05-23,Widget B,West,277,31,Male,3.83
2026-05-24,Widget C,East,834,56,Male,4.09
2026-05-25,Widget C,East,337,68,Female,4.38
2026-05-27,Widget D,South,645,39,Male,2.17
2026-05-27,Widget C,South,953,48,Female,3.18
2026-05-28,Widget D,West,227,29,Male,3.48
2026-06-02,Widget B,West,412,46,Female,1.08
2026-06-06,Widget B,East,597,66,Female,3.87
2026-06-08,Widget A,West,905,64,Female,3.96
2026-06-08,Widget A,West,902,42,Female,3.65
2026-06-11,Widget D,North,326,45,Female,3.18
2026-06-11,Widget A,North,793,55,Male,2.71
2026-06-13,Widget C,North,448,22,Female,1.22
2026-06-14,Widget A,South,629,43,Male,1.55
2026-06-14,Widget A,East,719,21,Male,1.91
2026-06-14,Widget D,South,497,45,Male,4.19
2026-06-14,Widget A,East,620,52,Male,4.42
2026-06-17,Widget C,North,283,42,Female,2.29
2026-06-18,Widget C,South,254,20,Female,3.93
2026-06-19,Widget C,West,501,43,Male,1.13
2026-06-19,Widget D,East,455,54,Female,3.54
2026-06-20,Widget B,West,177,38,Male,3.76
2026-06-20,Widget C,West,340,69,Female,2.64
2026-06-20,Widget B,North,313,22,Female,2.8
2026-06-22,Widget B,North,140,42,Male,4.34
2026-06-23,Widget C,North,215,41,Female,4.46
2026-06-24,Widget C,North,803,59,Male,4.77
2026-06-24,Widget A,West,790,24,Male,2.62
2026-06-25,Widget C,South,512,22,Male,4.84
2026-06-25,Widget C,East,524,68,Male,5.0
2026-06-25,Widget C,North,124,18,Female,2.8
2026-06-25,Widget C,West,926,47,Female,2.98
2026-06-25,Widget A,East,337,25,Female,2.5
2026-06-26,Widget A,East,552,52,Female,2.73
2026-06-27,Widget B,North,720,20,Male,3.97
2026-06-27,Widget B,South,739,46,Female,4.82
2026-06-28,Widget A,South,620,41,Male,1.49
2026-06-28,Widget B,South,924,24,Male,3.21
2026-06-29,Widget C,West,578,39,Male,4.75
2026-06-29,Widget B,North,560,67,Male,3.49
2026-06-30,Widget D,South,232,40,Female,3.22
2026-07-01,Widget A,East,703,58,Male,3.34
2026-07-01,Widget A,West,637,22,Female,3.72
2026-07-02,Widget D,East,254,22,Female,4.27
2026-07-04,Widget A,East,942,30,Male,2.41
2026-07-05,Widget A,West,385,26,Male,3.01
2026-07-05,Widget A,North,625,48,Female,1.8
2026-07-05,Widget C,South,792,55,Male,1.61
2026-07-07,Widget D,West,661,24,Female,3.29
2026-07-08,Widget B,West,377,67,Male,1.46
2026-07-10,Widget C,West,117,67,Female,4.5
2026-07-12,Widget A,North,934,47,Male,4.84
2026-07-13,Widget A,East,827,56,Male,2.71
2026-07-14,Widget D,West,631,58,Female,4.04
2026-07-15,Widget D,South,410,37,Male,2.16
2026-07-15,Widget D,East,363,26,Female,2.55
2026-07-17,Widget C,South,521,38,Female,3.98
2026-07-19,Widget C,East,846,32,Female,3.46
2026-07-20,Widget D,North,996,35,Female,4.02
2026-07-20,Widget C,East,577,68,Female,2.42
2026-07-22,Widget A,North,617,27,Female,3.78
2026-07-22,Widget D,East,488,67,Male,4.57
2026-07-23,Widget C,West,965,31,Male,4.77
2026-07-23,Widget C,East,314,41,Male,1.39
2026-07-26,Widget A,North,649,42,Female,4.49
2026-07-27,Widget B,East,242,42,Male,1.02
2026-07-27,Widget D,West,242,27,Female,1.29
2026-07-27,Widget B,East,827,31,Female,2.14
2026-07-28,Widget D,South,576,28,Male,3.69
2026-07-30,Widget B,East,175,19,Male,1.56
2026-08-01,Widget C,North,602,20,Male,2.42
2026-08-02,Widget A,West,960,58,Female,1.43
2026-08-04,Widget C,West,899,50,Female,2.34
2026-08-04,Widget D,North,581,56,Female,4.84
2026-08-05,Widget A,West,759,35,Female,2.09
2026-08-06,Widget D,South,831,67,Male,1.12
2026-08-07,Widget A,West,593,55,Male,4.85
2026-08-07,Widget A,North,172,60,Male,3.15
2026-08-08,Widget C,East,509,23,Female,4.08
2026-08-08,Widget B,West,831,53,Female,2.05
2026-08-09,Widget A,South,106,48,Female,2.38
2026-08-09,Widget B,North,184,62,Male,2.64
2026-08-10,Widget D,West,835,51,Male,3.02
2026-08-10,Widget A,East,149,54,Female,4.41
2026-08-10,Widget D,North,759,23,Male,1.47
2026-08-10,Widget D,North,117,29,Male,2.16
